"ACCOUNT_NUMBER","CARD_NUMBER","ACCOUNT_TYPE","CARD_TYPE","CARD_PROGRAM","CARD_STATUS","DATE_OPENED"
"7119791270               ","555696******9150","checking","Debit","555696","Active","10/19/2023"
"7119797350               ","555696******3069","checking","Debit","555696","Active","12/8/2023"
"7119797632               ","555696******6082","checking","Debit","555696","Active","11/27/2023"
"7119797780               ","555696******9935","checking","Debit","555696","Active","9/2/2023"
"7119801251               ","555696******3733","checking","Debit","555696","Active","3/23/2023"
"7119801699               ","555696******5416","checking","Debit","555696","Active","12/8/2023"
"7119802796               ","555696******8515","checking","Debit","555696","Active","8/14/2023"
"7119808074               ","555696******6158","checking","Debit","555696","Active","12/10/2023"
"7119810112               ","555696******0801","checking","Debit","555696","Active","12/13/2023"
"7119814072               ","555696******3906","checking","Debit","555696","Active","12/4/2023"
"7119814346               ","555696******0977","checking","Debit","555696","Active","12/15/2023"
"7119815236               ","555696******3659","checking","Debit","555696","Active","1/7/2023"
"7119816168               ","555696******4587","checking","Debit","555696","Active","12/12/2023"
"7119816432               ","555696******5225","checking","Debit","555696","Blocked","2/15/2023"
"7119820384               ","555696******0763","checking","Debit","555696","Active","3/28/2023"
"7119823776               ","555696******8486","checking","Debit","555696","Active","8/8/2023"
"7119826043               ","555696******1031","checking","Debit","555696","Active","11/21/2023"
"7119826381               ","555696******3255","checking","Debit","555696","Active","8/13/2023"
"7119834179               ","555696******0991","checking","Debit","555696","Active","8/9/2023"
"7119835820               ","555696******0980","checking","Debit","555696","Active","12/13/2023"
"7119838865               ","555696******2708","checking","Debit","555696","Active","11/27/2023"
"7119842206               ","555696******7450","checking","Debit","555696","Active","12/8/2023"
"7119842669               ","555696******1212","checking","Debit","555696","Active","9/5/2023"
"7119853641               ","555696******1452","checking","Debit","555696","Active","8/18/2023"
"7119859820               ","555696******6374","checking","Debit","555696","Active","12/6/2023"
"7119865173               ","555696******5521","checking","Debit","555696","Active","10/26/2023"
"7119865256               ","555696******6723","checking","Debit","555696","Active","9/12/2023"
"7119869167               ","555696******6668","checking","Debit","555696","Active","10/19/2023"
"7119869290               ","555696******3033","checking","Debit","555696","Active","11/5/2023"
"7119870058               ","555696******9117","checking","Debit","555696","Active","10/26/2023"
"7119871262               ","555696******7029","checking","Debit","555696","Active","9/3/2023"
"7119878200               ","555696******6541","checking","Debit","555696","Active","12/11/2023"
"7119879778               ","555696******0573","checking","Debit","555696","Active","11/1/2023"
"7119880388               ","555696******1597","checking","Debit","555696","Active","12/11/2023"
"7119883481               ","555696******7264","checking","Debit","555696","Active","12/10/2023"
"7119883796               ","555696******8597","checking","Debit","555696","Active","11/24/2023"
"7119884273               ","555696******3593","checking","Debit","555696","Active","8/22/2023"
"7119884703               ","555696******1148","checking","Debit","555696","Active","12/9/2023"
"7119885106               ","555696******3048","checking","Debit","555696","Active","9/11/2023"
"7119886120               ","555696******4555","checking","Debit","555696","Active","12/11/2023"
"7119888167               ","555696******2076","checking","Debit","555696","Active","11/27/2023"
"7119888951               ","555696******9147","checking","Debit","555696","Active","9/12/2023"
"7119889041               ","555696******4608","checking","Debit","555696","Active","8/25/2023"
"7119891328               ","555696******4863","checking","Debit","555696","Active","9/11/2023"
"7119891807               ","555696******3123","checking","Debit","555696","Active","12/6/2023"
"7119896798               ","555696******8473","checking","Debit","555696","Active","3/23/2023"
"7119897820               ","555696******2513","checking","Debit","555696","Active","12/5/2023"
"7119898141               ","555696******9834","checking","Debit","555696","Active","3/2/2023"
"7119899586               ","555696******1931","checking","Debit","555696","Active","9/11/2023"
"7119899685               ","555696******9583","checking","Debit","555696","Active","12/11/2023"
"7119900764               ","555696******2416","checking","Debit","555696","Active","12/8/2023"
"7119904147               ","555696******5200","checking","Debit","555696","Active","11/25/2023"
"7119904352               ","555696******5498","checking","Debit","555696","Active","12/3/2023"
"7119906118               ","555696******3856","checking","Debit","555696","Active","11/30/2023"
"7119906324               ","555696******9488","checking","Debit","555696","Active","8/29/2023"
"7119912702               ","555696******7069","checking","Debit","555696","Active","11/26/2023"
"7119920259               ","555696******1155","checking","Debit","555696","Active","10/5/2023"
"7119920408               ","555696******6396","checking","Debit","555696","Active","11/1/2022"
"7119922891               ","555696******8900","checking","Debit","555696","Active","11/19/2023"
"7119925159               ","555696******5847","checking","Debit","555696","Active","8/14/2023"
"7119927163               ","555696******8241","checking","Debit","555696","Active","12/4/2023"
"7119933138               ","555696******6276","checking","Debit","555696","Active","11/24/2023"
"7119933930               ","555696******4789","checking","Debit","555696","Active","10/25/2023"
"7119934565               ","555696******9541","checking","Debit","555696","Active","8/13/2023"
"7119939804               ","555696******1096","checking","Debit","555696","Active","3/28/2023"
"7119940646               ","555696******5369","checking","Debit","555696","Active","10/5/2023"
"7119941289               ","555696******3516","checking","Debit","555696","Active","12/1/2023"
"7119942600               ","555696******6304","checking","Debit","555696","Active","7/9/2023"
"7119943061               ","555696******7128","checking","Debit","555696","Active","8/24/2023"
"7119948375               ","555696******2089","checking","Debit","555696","Active","11/16/2023"
"7119948532               ","555696******1843","checking","Debit","555696","Active","9/9/2023"
